sample_name,treatment,control,rep,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,annotation,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CNOT1,4,2.8449e-4,0.0011708,0.003553,143,4,0.99972,0.99973,NA,2047,0,-0.63043,0.0011708,0.003553,4,4 CCR4-NOT deadenylase,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CCT6A,4,2.2863e-4,9.5341e-4,0.002956,140,4,0.99977,0.99979,NA,2051,0,-1.0573,9.5341e-4,0.002956,4,3 TRiC chaperonin,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,TCP1,4,2.0362e-4,7.9489e-4,0.002613,132,4,0.9998,0.99981,NA,2059,0,-1.2559,7.9489e-4,0.002613,4,3 TRiC chaperonin,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EIF2B4,4,1.8887e-4,7.4959e-4,0.002522,128,4,0.99981,0.99982,NA,2063,0,-0.72684,7.4959e-4,0.002522,4,8 EIF2B,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EIF3C,4,0.00017853000000000001,7.043e-4,0.002407,126,4,0.99982,0.99983,NA,2065,0,-1.7331,7.043e-4,0.002407,4,7 EIF3,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EIF3E,4,1.251e-4,4.6878e-4,0.001739,117,4,0.99987,0.99988,NA,2075,0,-0.59538,4.6878e-4,0.001739,4,7 EIF3,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,MARS1,4,1.1966e-4,4.3255e-4,0.001647,115,4,0.99988,0.99988,NA,2077,0,-0.45601,4.3255e-4,0.001647,4,5 tRNA synthetases,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EIF2B5,4,9.3248e-5,3.3743e-4,0.001395,104,4,0.99991,0.99992,NA,2087,0,-0.90188,3.3743e-4,0.001395,4,8 EIF2B,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CCT4,4,6.0198e-5,2.0608e-4,9.51e-4,94,4,0.99994,0.99995,NA,2096,0,-1.1782,2.0608e-4,9.51e-4,4,3 TRiC chaperonin,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,EIF3I,4,4.9756e-5,1.6079e-4,7.88e-4,86,4,0.99995,0.99995,NA,2103,0,-1.1663,1.6079e-4,7.88e-4,4,7 EIF3,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CCT2,4,2.4575e-5,8.3792e-5,4.98e-4,73,4,0.99998,0.99998,NA,2115,0,-0.98634,8.3792e-5,4.98e-4,4,3 TRiC chaperonin,sig
ntc_polysome_bc1_heavy_rep1_vs_ntc_polysome_bc1_mono_rep1,heavy,mono,rep1,CCT3,4,1.1875e-5,5.2087e-5,3.9e-4,58,4,0.99999,0.99999,NA,2132,0,-1.2134,5.2087e-5,3.9e-4,4,3 TRiC chaperonin,sig
