sample_name,treatment,control,rep,gene,num,neg_score,neg_p_value,neg_fdr,neg_rank,neg_goodsgrna,pos_score,pos_p_value,pos_fdr,pos_rank,pos_goodsgrna,lfc,p_value,fdr,goodsgrna,annotation
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,C9ORF114,4,0.47958,0.56498,NA,1104,1,0.040857,0.10018,0.150804,246,3,0.28601,0.10018,0.150804,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,R3HDM2,4,0.92159,0.92164,NA,1931,0,0.040906,0.10028,NA,247,2,0.15144,0.10028,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TRNAU1AP,4,0.81753,0.81624,NA,1686,0,0.040959,0.10039,NA,248,2,0.25006,0.10039,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RAF1,4,0.90113,0.90136,NA,1887,0,0.041133,0.10081,0.150949,249,3,0.32408,0.10081,0.150949,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPL20,4,0.96189,0.96238,NA,2039,0,0.0416,0.10174,0.151488,250,3,0.30068,0.10174,0.151488,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PHB1,4,0.57911,0.62195,NA,1219,1,0.041816,0.10222,NA,251,1,-0.17188,0.62195,1,1,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CCT4,4,0.71301,0.71767,NA,1446,1,0.04201,0.10256,0.151488,252,3,0.3221,0.10256,0.151488,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TUT4,4,0.46563,0.55771,NA,1088,1,0.042128,0.10278,0.151488,253,3,0.23668,0.10278,0.151488,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPS34,4,0.97504,0.97553,NA,2072,0,0.04241,0.10335,NA,254,2,0.30351,0.10335,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,FNDC3A,4,0.044087,0.10647,NA,245,1,0.043258,0.10505,0.15403,255,3,0.27681,0.10505,0.15403,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,APOBEC1,4,0.089548,0.19477,NA,398,2,0.043776,0.1062,NA,256,2,0.17756,0.1062,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DAZL,4,0.73421,0.73576,NA,1489,1,0.044307,0.10739,NA,257,2,0.30159,0.10739,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,LARP6,4,0.11123,0.22115,NA,447,2,0.044541,0.10792,NA,258,2,-0.24886,0.22115,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,EIF4E2,4,0.37598,0.51336,NA,990,1,0.045017,0.10904,0.159057,259,3,0.31963,0.10904,0.159057,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CCDC86,4,0.85533,0.85483,NA,1765,0,0.045902,0.11071,NA,260,1,0.088673,0.11071,1,1,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MSL3,4,0.87672,0.8763,NA,1837,0,0.046005,0.1109,0.160949,261,3,0.33272,0.1109,0.160949,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,AGO1,4,0.4369,0.54304,NA,1053,1,0.046891,0.11256,NA,262,2,0.32236,0.11256,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PTBP1,4,0.93811,0.93829,NA,1976,0,0.046944,0.1127,0.162718,263,3,0.25831,0.1127,0.162718,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,COPZ1,3,0.92848,0.92921,NA,1949,0,0.047178,0.10189,NA,264,2,0.7344,0.10189,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,KRT18,4,0.97432,0.97476,NA,2069,0,0.047713,0.1141,NA,265,2,0.23832,0.1141,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PARS2,4,0.90122,0.90147,NA,1888,0,0.048166,0.11507,NA,266,2,0.3265,0.11507,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PSMC4,4,0.7153,0.7195,NA,1451,1,0.048214,0.11519,0.165471,267,3,0.4116,0.11519,0.165471,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ERI3,4,0.8245,0.82334,NA,1697,0,0.048618,0.11602,NA,268,1,-0.02697,0.82334,1,0,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NSUN2,4,0.35698,0.4968,NA,957,1,0.049309,0.11758,0.167789,269,3,0.30681,0.11758,0.167789,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PTCD2,4,0.84071,0.84,NA,1730,0,0.049425,0.1178,NA,270,2,0.20359,0.1178,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRM3,4,0.78457,0.78399,NA,1607,0,0.049504,0.11799,0.167789,271,3,0.30782,0.11799,0.167789,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,C1D,4,0.069252,0.15657,NA,323,2,0.049522,0.11803,NA,272,1,-0.097572999999999993,0.15657,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CANX,4,0.48957,0.57024,NA,1116,1,0.049815,0.11855,NA,273,2,0.34688,0.11855,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CXXC5,4,0.84377,0.84322,NA,1737,0,0.049829,0.11858,0.167789,274,3,0.28414,0.11858,0.167789,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,XRN2,4,0.55633,0.6083,NA,1193,1,0.049974,0.11885,NA,275,1,-0.12024,0.6083,1,1,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PPP1R8,4,0.040857,0.099732,NA,232,2,0.05032,0.11962,NA,276,2,-0.0025612,0.099732,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NOP2,4,0.95961,0.9598,NA,2032,0,0.050353,0.11969,0.168504,277,3,0.35985,0.11969,0.168504,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,POLR2I,4,0.21566,0.33876,NA,663,2,0.050426,0.11985,NA,278,1,-0.16173,0.33876,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CPSF6,4,0.85818,0.85765,NA,1779,0,0.050432,0.11986,NA,279,2,0.27302,0.11986,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RBMS3,4,0.61334,0.64389,NA,1274,1,0.050814,0.12062,0.168504,280,3,0.30138,0.12062,0.168504,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MYH14,4,0.63783,0.66073,NA,1306,1,0.050946,0.12087,0.168504,281,3,0.26287,0.12087,0.168504,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,APOBEC3G,4,0.76667,0.76594,NA,1560,1,0.051788,0.12258,NA,282,2,0.17821,0.12258,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DHX58,4,0.91536,0.91565,NA,1920,0,0.052231,0.12352,NA,283,1,0.10222,0.12352,1,1,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,POLR1G,4,0.74296,0.74377,NA,1509,1,0.052586,0.12431,0.172397,284,3,0.36524,0.12431,0.172397,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,YWHAB,4,0.9158,0.9161,NA,1921,0,0.053158,0.12556,0.172397,285,3,0.33494,0.12556,0.172397,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PRDX3,4,0.19531,0.31615,NA,624,1,0.053273,0.12577,0.172397,286,3,0.28947,0.12577,0.172397,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CDC40,4,0.74734,0.74791,NA,1516,1,0.053583,0.12642,NA,287,1,-0.074054,0.74791,1,1,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,H1-10,4,0.1266,0.23846,NA,477,1,0.053702,0.12669,0.172397,288,3,0.27287,0.12669,0.172397,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CWC27,4,0.020729,0.056777,NA,172,1,0.053734,0.12675,NA,289,2,0.16866,0.12675,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PRIM1,4,0.056283,0.13132,NA,282,1,0.054034,0.1273,NA,290,1,-0.057864,0.13132,1,1,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPS25,4,0.93145,0.93136,NA,1959,0,0.054044,0.12732,0.172397,291,3,0.19344,0.12732,0.172397,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,EFTUD2,4,0.28686,0.41882,NA,810,1,0.054113,0.12742,0.172397,292,3,0.4928,0.12742,0.172397,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,HSPB1,4,0.43262,0.54104,NA,1047,1,0.054197,0.12759,NA,293,2,0.1201,0.12759,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CARS1,4,0.96124,0.96175,NA,2037,0,0.054388,0.12793,0.172397,294,3,0.32692,0.12793,0.172397,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPS27,4,0.88491,0.88476,NA,1857,0,0.054934,0.129,NA,295,2,0.18846,0.129,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NUDT16L1,4,0.60848,0.64073,NA,1268,1,0.05501,0.12914,NA,296,2,0.29544,0.12914,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ELP1,4,0.65694,0.67372,NA,1333,1,0.055078,0.12927,0.172641,297,3,0.51122,0.12927,0.172641,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ZCCHC3,4,0.7662,0.7654,NA,1559,1,0.055286,0.12964,0.172641,298,3,0.19716,0.12964,0.172641,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PUF60,4,0.89091,0.89113,NA,1870,0,0.055384,0.12984,NA,299,2,0.088661,0.12984,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,GNL3,4,0.93436,0.93436,NA,1965,0,0.055425,0.12994,0.172641,300,3,0.31701,0.12994,0.172641,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ZRSR2,4,0.91395,0.91429,NA,1917,0,0.055711,0.13055,NA,301,2,0.2557,0.13055,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CAVIN1,4,0.92389,0.92384,NA,1938,0,0.055945,0.13098,NA,302,2,0.2836,0.13098,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,LSM6,4,0.5796,0.62226,NA,1220,1,0.057182,0.13326,NA,303,2,0.086151,0.13326,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DUS1L,4,0.75966,0.75921,NA,1543,1,0.057631,0.13417,NA,304,2,0.15227,0.13417,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,POLDIP3,3,0.92237,0.92304,NA,1934,0,0.057775,0.11703,NA,305,2,0.33046,0.11703,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPP21,4,0.24669,0.37377,NA,734,1,0.05808,0.13513,NA,306,2,0.14558,0.13513,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRM2,4,0.3145,0.44951,NA,876,1,0.058193,0.13536,NA,307,2,0.16613,0.13536,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPL46,4,0.94529,0.94536,NA,1990,0,0.058251,0.13549,0.17891,308,3,0.43931,0.13549,0.17891,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PUM2,4,0.94805,0.9482,NA,2002,0,0.058466,0.13592,0.17891,309,3,0.21519,0.13592,0.17891,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL26L1,4,0.79621,0.79529,NA,1633,0,0.058529,0.136,NA,310,2,0.1201,0.136,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PTGES3L-AARSD1,4,0.28077,0.41185,NA,796,2,0.058977,0.1368,NA,311,1,-0.05111,0.41185,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL31,4,0.098703,0.20715,NA,419,1,0.059259,0.13733,0.179922,312,3,0.17005,0.13733,0.179922,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RBMY1F,4,0.20761,0.32979,NA,645,2,0.060322,0.13944,NA,313,1,-0.104,0.32979,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,EXOSC3,4,0.046355,0.11116,NA,254,2,0.060598,0.13997,NA,314,2,0.26046,0.13997,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TRMT10A,4,0.73351,0.73525,NA,1486,1,0.061327,0.14143,NA,315,2,0.13769,0.14143,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,SMG7,4,0.84283,0.84223,NA,1735,0,0.061666,0.14208,NA,316,2,0.22134,0.14208,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,WDR5,4,0.88323,0.88304,NA,1852,0,0.061975,0.14275,0.185575,317,3,0.27487,0.14275,0.185575,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DNMT3B,4,0.9417,0.94181,NA,1983,0,0.062347,0.14347,0.185575,318,3,0.28217,0.14347,0.185575,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,LSM10,4,0.20128,0.32256,NA,633,1,0.062422,0.14361,0.185575,319,3,0.21574,0.14361,0.185575,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,SF3B1,4,0.82027,0.81911,NA,1690,0,0.063008,0.14475,NA,320,2,0.21671,0.14475,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DYNC2H1,4,0.76918,0.76839,NA,1565,1,0.063166,0.14506,NA,321,2,0.36044,0.14506,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,GAR1,4,0.24934,0.37682,NA,741,1,0.0637,0.14618,0.188041,322,3,0.19098,0.14618,0.188041,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NUP153,4,0.712,0.71675,NA,1444,1,0.064778,0.14837,NA,323,2,0.27335,0.14837,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ASS1,4,0.98009,0.98039,NA,2087,0,0.065242,0.14921,0.191076,324,3,0.38671,0.14921,0.191076,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,SF3A1,3,0.94313,0.94379,NA,1987,0,0.065265,0.12737,NA,325,2,0.44275,0.12737,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,APOBEC3D,4,0.86604,0.86566,NA,1805,0,0.066029,0.15076,NA,326,2,0.21041,0.15076,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CLTC,4,0.85807,0.85755,NA,1778,0,0.066223,0.15113,0.192216,327,3,0.23474,0.15113,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,WBP11,4,0.43046,0.53995,NA,1045,1,0.06658,0.15181,NA,328,2,0.14799,0.15181,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TNPO1,4,0.65229,0.67046,NA,1324,1,0.066688,0.15205,0.192216,329,3,0.43647,0.15205,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MEX3B,4,0.66549,0.68017,NA,1344,1,0.066844,0.1523,0.192216,330,3,0.20247,0.1523,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,WRAP53,4,0.48616,0.56842,NA,1112,1,0.067312,0.15321,0.192216,331,3,0.21347,0.15321,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CHGA,4,0.9422,0.94228,NA,1985,0,0.067781,0.15409,0.192216,332,3,0.23768,0.15409,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,BRF2,4,0.95178,0.95208,NA,2011,0,0.067924,0.15437,NA,333,2,0.26405,0.15437,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PABPC3,4,0.9534,0.95361,NA,2014,0,0.068095,0.15464,0.192216,334,3,0.21146,0.15464,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DNAJC21,4,0.48872,0.56981,NA,1115,1,0.068305,0.15503,NA,335,2,0.29158,0.15503,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,NXF2B,4,0.20484,0.32647,NA,641,1,0.068331,0.15507,0.192216,336,3,0.30279,0.15507,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,AIMP2,4,0.90775,0.90811,NA,1903,0,0.068726,0.15584,0.192216,337,3,0.2184,0.15584,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RPL13A,4,0.85401,0.8535,NA,1761,0,0.068807,0.15598,NA,338,2,0.076435,0.15598,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CNOT3,4,0.83276,0.83193,NA,1715,0,0.069252,0.15675,NA,339,2,0.049025,0.15675,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,ACIN1,4,0.48815,0.56955,NA,1114,1,0.069679,0.15759,0.192216,340,3,0.28036,0.15759,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,KPNA2,4,0.33375,0.4708,NA,912,1,0.069711,0.15766,NA,341,2,0.32313,0.15766,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MAPT,4,0.81089,0.80956,NA,1677,0,0.069759,0.15774,0.192216,342,3,0.24729,0.15774,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPS22,3,0.56583,0.57681,NA,1206,1,0.069776,0.13377,NA,343,2,0.34112,0.13377,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CELF3,4,0.93759,0.93769,NA,1974,0,0.069918,0.15809,0.192216,344,3,0.24745,0.15809,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,VIL1,4,0.73819,0.73938,NA,1496,1,0.070225,0.15864,NA,345,2,0.25944,0.15864,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TRMT11,4,0.75853,0.75817,NA,1541,1,0.070354,0.15887,0.192216,346,3,0.27204,0.15887,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,YWHAE,4,0.82615,0.82486,NA,1702,0,0.070398,0.15893,0.192216,347,3,0.29101,0.15893,0.192216,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,TRIM56,4,0.70322,0.70964,NA,1427,1,0.070586,0.15934,NA,348,1,0.0019075,0.15934,1,1,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RRP15,3,0.6461,0.64842,NA,1314,1,0.070628,0.13479,NA,349,2,0.33506,0.13479,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PRRC2A,4,0.87446,0.87403,NA,1830,0,0.071243,0.16055,0.19252,350,3,0.2629,0.16055,0.19252,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MAGOH,4,0.90335,0.90369,NA,1899,0,0.071243,0.16055,0.19252,351,3,0.21906,0.16055,0.19252,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PSMA1,4,0.93252,0.93247,NA,1962,0,0.071918,0.16199,NA,352,2,0.12003,0.16199,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,POLR2K,3,0.04163,0.091901,NA,238,2,0.071969,0.13665,NA,353,1,-0.82427,0.091901,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,RBM42,4,0.92555,0.92536,NA,1945,0,0.072176,0.16252,0.193633,354,3,0.26392,0.16252,0.193633,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,DDX19B,4,0.98109,0.98136,NA,2090,0,0.072339,0.16284,0.193633,355,3,0.28338,0.16284,0.193633,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,MRPS31,4,0.46622,0.55799,NA,1089,1,0.072362,0.16291,NA,356,2,0.23965,0.16291,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PHGDH,4,0.73317,0.73488,NA,1485,1,0.07308,0.16432,NA,357,2,0.16609,0.16432,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,CCNT1,4,0.69675,0.70428,NA,1411,1,0.073238,0.16464,0.194748,358,3,0.28927,0.16464,0.194748,3,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,EIF3C,4,0.3081,0.4429,NA,860,2,0.073249,0.16465,NA,359,2,0.21379,0.16465,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,INTS4,4,0.82678,0.82561,NA,1703,0,0.073342,0.16481,NA,360,2,0.32442,0.16481,1,2,7 Other
ntc_polysome_bc1_mono_rep1_vs_ntc_polysome_bc1_supernatant_rep1,mono,supernatant,rep1,PRPF38B,4,0.86872,0.8683,NA,1810,0,0.073473,0.16502,NA,361,2,0.28499,0.16502,1,2,7 Other
